0,2019-04-26,16807.4453125
1,2019-04-26,18628.3671875
2,2019-04-26,16976.28515625
3,2019-04-26,16785.0
4,2019-04-26,18016.39453125
0,2019-04-27,24875.279296875
1,2019-04-27,27293.732421875
2,2019-04-27,27101.115234375
3,2019-04-27,24774.5
4,2019-04-27,25595.736328125
0,2019-04-28,18901.640625
1,2019-04-28,16089.8662109375
2,2019-04-28,12841.1142578125
3,2019-04-28,15249.0
4,2019-04-28,14743.658203125
0,2019-04-29,27153.99609375
1,2019-04-29,26869.599609375
2,2019-04-29,26737.34375
3,2019-04-29,27466.0
4,2019-04-29,26974.921875
0,2019-04-30,25759.83984375
1,2019-04-30,25675.966796875
2,2019-04-30,25587.45703125
3,2019-04-30,26838.0
4,2019-04-30,25719.7109375
